Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_District,Local_Authority_Highway,1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
-0.224424,51.574853,1,Slight,1,1,2006-06-15,5,12:30:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01000307
-0.151833,51.606825,1,Slight,2,1,2006-06-20,3,15:40:00,30,E09000003,4,550,6,30,6,2,4,550,0,5,1,1,1,0,0,1,1,E01000164
-0.150993,51.606182,1,Slight,3,1,2006-06-10,7,17:37:00,30,E09000003,4,550,3,30,6,2,4,550,0,5,1,1,1,2,0,1,1,E01000164
-0.2507,51.649705,1,Slight,2,1,2006-06-11,1,17:56:00,30,E09000003,3,1,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01000253
-0.245967,51.615014,1,Slight,3,1,2006-06-19,2,12:30:00,30,E09000003,3,5100,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000264
-0.217444,51.576186,1,Slight,2,1,2006-06-19,2,19:15:00,30,E09000003,3,41,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000221
-0.220777,51.586938,1,Slight,2,1,2006-06-11,1,02:28:00,30,E09000003,3,502,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000245
-0.196629,51.598889,1,Slight,2,1,2006-06-19,2,08:35:00,30,E09000003,3,598,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000196
-0.201748,51.633769,1,Slight,2,2,2006-06-03,7,10:18:00,30,E09000003,3,5109,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000279
-0.2194,51.570461,1,Slight,2,1,2006-06-11,1,13:50:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000222
-0.20055,51.653084,1,Slight,2,2,2006-06-13,3,06:55:00,30,E09000003,3,1000,6,30,3,4,3,411,0,0,1,1,1,0,0,1,2,E01000250
-0.172462,51.607418,1,Serious,2,2,2006-06-22,5,16:40:00,30,E09000003,5,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01000316
-0.259878,51.610095,1,Slight,1,1,2006-05-31,4,11:30:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000132
-0.161118,51.605802,1,Slight,2,1,2006-05-13,7,13:33:00,30,E09000003,6,0,6,30,3,4,3,406,0,0,1,1,1,0,0,1,1,E01000315
-0.262769,51.617602,1,Slight,2,1,2006-04-28,6,12:40:00,30,E09000003,3,5100,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000233
-0.198283,51.582638,1,Slight,3,1,2006-06-16,6,15:30:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000209
-0.151479,51.615542,1,Slight,1,1,2006-03-14,3,20:31:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000158
-0.191414,51.602946,1,Serious,2,1,2006-06-20,3,07:15:00,30,E09000003,3,598,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000296
-0.158903,51.61413,1,Slight,2,1,2006-06-23,6,16:24:00,30,E09000003,4,550,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000159
-0.250401,51.616159,1,Slight,1,1,2006-06-22,5,14:59:00,30,E09000003,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01000264
-0.167686,51.593315,1,Slight,2,1,2006-05-30,3,10:45:00,30,E09000003,3,1000,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000177
-0.199127,51.652523,1,Slight,1,1,2006-06-24,7,19:30:00,30,E09000003,3,1000,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000250
-0.190785,51.647808,1,Slight,2,1,2006-06-25,1,13:00:00,30,E09000003,3,1000,6,30,3,4,3,1000,0,0,1,1,1,0,0,1,2,E01000288
-0.255268,51.621088,1,Slight,2,1,2006-06-23,6,17:10:00,30,E09000003,3,5109,6,30,1,4,3,1,0,0,1,1,1,0,0,1,2,E01000264
-0.223979,51.589954,1,Slight,3,2,2006-06-26,2,11:12:00,30,E09000003,3,504,6,30,3,4,6,0,0,4,1,2,2,0,0,1,1,E01000244
-0.273411,51.618838,1,Slight,2,1,2006-06-26,2,17:20:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,2,E01000192
-0.184561,51.568398,1,Slight,1,1,2006-06-23,6,01:50:00,30,E09000003,3,502,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01000136
-0.175678,51.649643,1,Slight,1,2,2006-06-22,5,13:55:00,30,E09000003,3,110,6,30,8,4,5,0,0,0,1,1,1,0,0,1,1,E01000251
-0.26526,51.612873,1,Slight,1,1,2006-07-01,7,21:30:00,30,E09000003,3,5109,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000227
-0.194393,51.600653,1,Slight,1,1,2006-06-29,5,11:50:00,30,E09000003,3,598,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01000196
-0.205843,51.588599,1,Slight,3,1,2006-06-26,2,20:30:00,30,E09000003,3,1,3,40,3,2,3,406,0,5,1,8,2,0,0,1,1,E01000238
-0.238372,51.576143,1,Slight,2,2,2006-05-26,6,07:26:00,30,E09000003,3,5,6,30,3,2,3,5,0,0,1,1,1,0,0,1,2,E01000305
-0.234583,51.592003,1,Slight,3,1,2006-06-29,5,13:44:00,30,E09000003,3,41,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000239
-0.239127,51.579032,1,Slight,2,2,2006-06-15,5,16:28:00,30,E09000003,3,504,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,2,E01000313
-0.198968,51.594519,1,Slight,1,1,2006-06-28,4,18:05:00,30,E09000003,3,598,6,30,3,4,6,0,0,1,1,1,1,0,0,1,2,E01000202
-0.198975,51.594339,1,Slight,2,1,2006-07-03,2,11:21:00,30,E09000003,3,598,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01000202
-0.203739,51.652863,1,Slight,2,1,2006-03-23,5,09:15:00,30,E09000003,3,411,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000250
-0.261029,51.595095,1,Slight,2,1,2006-02-22,4,13:19:00,30,E09000003,3,5,6,30,8,4,6,0,0,5,1,1,2,0,0,1,1,E01000588
-0.175153,51.608719,1,Slight,2,1,2006-02-28,3,10:02:00,30,E09000003,3,1000,6,30,8,4,6,0,0,0,1,1,1,0,0,1,2,E01000318
-0.249156,51.618479,1,Serious,2,1,2006-06-29,5,17:52:00,30,E09000003,3,1,3,50,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000263
-0.221729,51.573644,1,Slight,2,1,2006-07-12,4,16:50:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000221
-0.150997,51.620301,1,Slight,2,2,2006-06-24,7,14:40:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000158
-0.166096,51.589783,1,Slight,2,1,2006-06-28,4,11:59:00,30,E09000003,3,504,2,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01000181
-0.248306,51.584295,1,Slight,2,1,2006-06-25,1,00:30:00,30,E09000003,3,5,6,30,6,2,3,4006,0,5,4,1,1,0,0,1,1,E01000312
-0.163946,51.58939,1,Slight,2,2,2006-06-13,3,06:12:00,30,E09000003,3,1000,6,30,6,2,3,504,0,5,4,2,2,0,0,1,1,E01000181
-0.209457,51.584788,1,Slight,2,1,2006-06-29,5,21:05:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000225
-0.19481,51.568287,1,Slight,2,1,2006-07-05,4,00:10:00,30,E09000003,3,598,6,30,6,2,3,598,0,5,4,1,1,1,0,1,1,E01000135
-0.219615,51.57604,1,Slight,2,1,2006-07-04,3,19:18:00,30,E09000003,3,406,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000307
-0.214702,51.613014,1,Slight,2,2,2006-07-03,2,18:10:00,30,E09000003,4,552,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000262
-0.217113,51.632564,1,Slight,2,1,2006-07-05,4,18:15:00,30,E09000003,3,5109,6,30,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01000279
-0.249559,51.585483,1,Slight,2,1,2006-07-04,3,16:30:00,30,E09000003,3,5,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000513
-0.169252,51.629759,1,Slight,2,1,2006-07-03,2,17:09:00,30,E09000003,3,109,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000281
-0.262891,51.603036,1,Slight,2,2,2006-07-29,7,13:13:00,30,E09000003,5,0,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01000129
-0.149305,51.605077,1,Slight,1,1,2006-07-05,4,06:50:00,30,E09000003,4,550,3,40,6,4,6,0,0,4,1,1,1,0,0,1,1,E01000164
-0.226681,51.57246,1,Slight,1,1,2006-06-30,6,10:25:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000221
-0.198787,51.580847,1,Slight,2,1,2006-07-01,7,19:47:00,30,E09000003,3,598,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000211
-0.204101,51.588842,1,Slight,2,1,2006-06-18,1,15:00:00,30,E09000003,3,406,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000225
-0.206571,51.58843,1,Slight,2,1,2006-06-29,5,08:00:00,30,E09000003,3,406,3,50,9,2,3,1,0,5,1,1,1,0,0,1,1,E01000238
-0.266096,51.617471,1,Slight,2,1,2006-07-06,5,14:00:00,30,E09000003,3,5100,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000227
-0.174652,51.603226,1,Slight,2,1,2006-07-05,4,17:05:00,30,E09000003,3,1000,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01000316
-0.226583,51.589814,1,Slight,2,1,2006-07-07,6,21:15:00,30,E09000003,3,504,6,30,3,4,5,0,0,1,4,1,1,0,0,1,2,E01000244
-0.183218,51.609294,1,Slight,1,1,2006-07-10,2,13:55:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000302
-0.19815,51.596934,1,Slight,2,1,2006-06-17,7,12:00:00,30,E09000003,3,598,6,30,6,2,3,504,0,5,1,1,1,0,0,1,1,E01000196
-0.229689,51.573045,1,Slight,2,1,2006-07-11,3,17:00:00,30,E09000003,1,1,3,40,7,2,3,406,0,0,1,1,1,0,0,1,2,E01000307
-0.243372,51.607422,1,Slight,1,2,2006-07-09,1,19:57:00,30,E09000003,1,1,3,70,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01000260
-0.214698,51.613104,1,Slight,2,1,2006-07-10,2,13:50:00,30,E09000003,4,552,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000262
-0.265929,51.599124,1,Serious,1,1,2006-07-01,7,22:05:00,30,E09000003,3,5,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01000592
-0.200458,51.589686,1,Slight,2,1,2006-07-06,5,08:50:00,30,E09000003,3,406,3,40,0,-1,-1,0,0,5,1,1,1,0,0,1,2,E01000225
-0.177445,51.616398,1,Slight,2,1,2006-07-04,3,12:11:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000321
-0.232709,51.577047,1,Slight,2,2,2006-07-05,4,17:02:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000307
-0.25996,51.604162,1,Slight,1,1,2006-07-14,6,15:57:00,30,E09000003,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000127
-0.188965,51.595534,1,Slight,3,1,2006-07-20,5,08:15:00,30,E09000003,3,504,1,30,2,4,6,0,0,0,1,1,1,0,0,1,2,E01000203
-0.265509,51.598758,1,Slight,1,1,2006-07-01,7,16:50:00,30,E09000003,3,5,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000592
-0.207778,51.568755,1,Slight,1,1,2006-07-30,1,19:37:00,30,E09000003,3,41,6,30,3,2,6,0,0,0,4,1,1,0,0,1,1,E01000135
-0.306126,51.6364,1,Slight,2,1,2006-07-21,6,18:55:00,30,E09000003,1,1,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01002114
-0.188217,51.646959,1,Slight,2,1,2006-07-11,3,13:44:00,30,E09000003,3,1000,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000268
-0.161885,51.640435,1,Slight,2,1,2006-07-14,6,17:00:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000174
-0.179837,51.61077,1,Slight,2,1,2006-06-18,1,17:00:00,30,E09000003,3,598,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000302
-0.264645,51.613853,1,Slight,2,1,2006-07-12,4,18:15:00,30,E09000003,3,5109,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01000227
-0.159137,51.615483,1,Slight,2,1,2006-07-04,3,07:55:00,30,E09000003,4,550,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000159
-0.254783,51.622429,1,Serious,2,2,2006-07-19,4,16:03:00,30,E09000003,3,1,6,30,3,4,3,1,0,0,1,1,1,0,0,1,2,E01000231
-0.275905,51.614019,1,Slight,1,1,2006-07-17,2,15:00:00,30,E09000003,3,5100,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01000192
-0.228402,51.572755,1,Slight,2,1,2006-07-23,1,12:28:00,30,E09000003,3,406,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000307
-0.258509,51.623204,1,Slight,1,1,2006-07-24,2,23:00:00,30,E09000003,1,1,3,70,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000231
-0.166655,51.590242,1,Slight,3,1,2006-07-17,2,17:30:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000180
-0.175745,51.611965,1,Slight,1,1,2006-07-03,2,10:54:00,30,E09000003,3,1000,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000299
-0.150246,51.635217,1,Slight,2,2,2006-07-09,1,18:32:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000118
-0.208886,51.569941,1,Slight,2,1,2006-07-07,6,17:18:00,30,E09000003,3,41,3,40,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000222
-0.236599,51.599587,1,Slight,1,1,2006-07-25,3,10:03:00,30,E09000003,1,1,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000240
-0.173829,51.648895,1,Slight,1,1,2006-07-14,6,18:10:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000268
-0.199532,51.572945,1,Slight,2,2,2006-07-21,6,00:15:00,30,E09000003,3,502,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,2,E01000146
-0.254402,51.643646,1,Slight,2,1,2006-07-21,6,00:05:00,30,E09000003,3,1,3,40,0,-1,-1,0,0,5,4,1,1,0,0,1,2,E01000253
-0.241202,51.577624,1,Slight,2,1,2006-07-15,7,16:15:00,30,E09000003,3,504,2,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000305
-0.207078,51.645181,1,Slight,2,2,2006-07-22,7,15:25:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,E01000285
-0.193051,51.601712,1,Slight,1,1,2006-07-23,1,11:52:00,30,E09000003,3,598,6,30,6,4,3,598,0,4,1,1,1,0,0,1,2,E01000296
-0.177596,51.645086,1,Slight,2,2,2006-07-11,3,16:30:00,30,E09000003,5,0,6,30,6,4,5,0,0,0,1,1,1,0,0,1,1,E01000268
-0.174251,51.60241,1,Slight,2,1,2006-07-21,6,14:20:00,30,E09000003,3,1000,3,30,6,4,3,1000,0,0,1,1,1,0,0,1,2,E01000316
-0.284254,51.614771,1,Serious,2,1,2006-06-28,4,07:50:00,30,E09000003,3,5,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01002116
-0.186801,51.646218,1,Slight,2,1,2006-06-06,3,17:45:00,30,E09000003,3,1000,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000268
-0.201663,51.65418,1,Slight,2,1,2006-07-15,7,05:30:00,30,E09000003,3,1000,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000250
-0.14567,51.602142,1,Slight,1,1,2006-06-01,5,15:30:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000157
-0.218278,51.577008,1,Slight,2,2,2006-07-10,2,21:55:00,30,E09000003,3,406,6,30,3,2,3,41,0,5,4,1,1,0,0,1,2,E01000310
-0.226671,51.572729,1,Slight,2,1,2006-07-31,2,15:22:00,30,E09000003,3,406,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000307
-0.157369,51.605653,1,Serious,2,1,2006-07-14,6,18:20:00,30,E09000003,3,406,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000315
-0.174681,51.627686,1,Slight,2,1,2006-07-25,3,19:45:00,30,E09000003,3,1000,6,30,3,4,4,550,0,0,4,1,1,0,0,1,2,E01000281
-0.141001,51.628056,1,Slight,5,3,2006-07-21,6,20:20:00,30,E09000003,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000119
-0.19719,51.562838,1,Slight,2,1,2006-07-28,6,18:47:00,30,E09000003,3,598,6,30,3,2,3,598,0,5,1,1,1,0,0,1,1,E01000140
-0.150972,51.642242,1,Slight,2,1,2006-07-19,4,14:20:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000172
-0.245376,51.615365,1,Slight,2,1,2006-07-25,3,17:00:00,30,E09000003,3,5100,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01000264
-0.248907,51.613709,1,Slight,1,1,2006-07-27,5,14:01:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000264
-0.224459,51.573955,1,Slight,9,4,2006-07-22,7,14:10:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000307
-0.216572,51.576353,1,Slight,2,1,2006-07-13,5,17:46:00,30,E09000003,3,41,7,30,5,4,3,41,0,0,1,1,1,0,0,1,1,E01000221
-0.208937,51.601686,1,Slight,2,1,2006-07-22,7,14:00:00,30,E09000003,4,552,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000204
-0.190926,51.6479,1,Slight,2,2,2006-07-20,5,13:20:00,30,E09000003,3,1000,6,30,3,4,3,1000,0,0,1,1,1,0,0,1,2,E01000288
-0.243905,51.616062,1,Slight,2,3,2006-07-30,1,20:30:00,30,E09000003,3,1,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01000264
-0.261824,51.62721,1,Slight,2,2,2006-03-07,3,23:00:00,30,E09000003,1,1,3,70,0,-1,-1,0,0,0,4,2,2,0,0,2,1,E01000231
-0.278911,51.610916,1,Slight,3,2,2006-07-25,3,10:50:00,30,E09000003,3,5100,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01000194
-0.27297,51.626655,1,Slight,2,1,2006-07-26,4,00:05:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000186
-0.24362,51.615968,1,Slight,2,1,2006-07-23,1,15:17:00,30,E09000003,3,1,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000264
-0.199875,51.58617,1,Slight,1,1,2006-07-25,3,21:40:00,30,E09000003,3,598,6,30,3,4,6,0,0,1,4,1,1,0,0,1,1,E01000211
-0.175288,51.630573,1,Slight,2,1,2006-07-19,4,11:30:00,30,E09000003,3,1000,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000281
-0.241695,51.605958,1,Serious,2,1,2006-07-28,6,04:00:00,30,E09000003,1,1,3,70,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000260
-0.197545,51.572106,1,Slight,1,1,2006-07-24,2,15:55:00,30,E09000003,3,502,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000146
-0.225576,51.586022,1,Slight,2,1,2006-07-26,4,14:10:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000237
-0.22707,51.610684,1,Slight,3,1,2006-07-30,1,17:13:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000256
-0.277509,51.621236,1,Slight,2,1,2006-06-21,4,19:35:00,30,E09000003,3,41,3,40,6,2,5,0,0,5,1,1,1,0,0,1,2,E01000191
-0.250294,51.588911,1,Slight,1,1,2006-07-28,6,19:07:00,30,E09000003,6,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01000147
-0.265679,51.609462,1,Slight,1,1,2006-07-28,6,19:13:00,30,E09000003,3,5109,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000226
-0.231072,51.585745,1,Slight,2,2,2006-08-04,6,16:55:00,30,E09000003,3,41,3,40,6,2,3,504,0,5,1,1,1,0,0,1,1,E01000309
-0.255092,51.621894,1,Slight,2,1,2006-07-31,2,23:45:00,30,E09000003,3,1,3,60,8,4,3,41,0,4,4,2,2,0,0,1,1,E01000231
-0.204686,51.658183,1,Slight,2,1,2006-07-28,6,08:40:00,30,E09000003,3,1081,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01000254
-0.160252,51.605788,1,Slight,2,2,2006-07-06,5,22:45:00,30,E09000003,3,406,3,50,3,4,6,0,0,0,4,1,1,0,0,1,2,E01000315
-0.197209,51.576956,1,Slight,2,1,2006-08-01,3,04:55:00,30,E09000003,3,598,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01000144
-0.224128,51.575029,1,Slight,1,1,2006-07-14,6,17:30:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,E01000307
-0.244529,51.588645,1,Slight,2,2,2006-08-02,4,16:00:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000149
-0.237813,51.575685,1,Slight,2,1,2006-08-01,3,17:20:00,30,E09000003,3,5,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000305
-0.232063,51.571372,1,Slight,2,1,2006-08-02,4,06:15:00,30,E09000003,3,5,1,30,1,4,3,406,0,0,1,1,1,0,0,1,2,E01000305
-0.255684,51.621544,1,Slight,2,1,2006-07-27,5,15:00:00,30,E09000003,3,41,1,50,1,4,3,1,0,0,1,1,1,0,0,1,2,E01000231
-0.232063,51.571372,1,Slight,2,1,2006-07-08,7,05:52:00,30,E09000003,3,5,1,30,1,4,3,406,0,0,1,1,1,0,0,1,2,E01000305
-0.19918,51.581843,1,Slight,1,1,2006-08-09,4,11:19:00,30,E09000003,3,598,6,30,3,4,3,598,0,0,1,1,1,0,0,1,1,E01000211
-0.188858,51.630873,1,Slight,1,1,2006-02-21,3,08:48:00,30,E09000003,3,5109,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000280
-0.176539,51.602985,1,Slight,2,1,2006-07-04,3,18:23:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000316
-0.229862,51.587165,1,Slight,3,1,2006-08-02,4,21:07:00,30,E09000003,3,504,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000237
-0.224568,51.574856,1,Slight,1,2,2006-08-02,4,15:10:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01000307
-0.274053,51.605719,1,Slight,2,1,2006-08-10,5,15:35:00,30,E09000003,3,5,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01002122
-0.153734,51.609823,1,Slight,2,2,2006-08-05,7,15:34:00,30,E09000003,4,550,6,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01000165
-0.185518,51.613196,1,Slight,2,1,2006-08-04,6,17:46:00,30,E09000003,5,0,6,30,6,4,5,0,0,0,1,1,1,0,0,1,1,E01000301
-0.173902,51.6435,1,Serious,2,1,2006-08-05,7,19:00:00,30,E09000003,4,193,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01000267
-0.250781,51.61005,1,Slight,2,1,2006-08-06,1,15:52:00,30,E09000003,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000235
-0.206711,51.647153,1,Slight,2,2,2006-08-14,2,07:39:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01000294
-0.199881,51.589677,1,Slight,2,1,2006-08-10,5,17:55:00,30,E09000003,3,598,6,30,6,2,3,598,0,5,1,1,1,0,0,1,2,E01000225
-0.219671,51.574602,1,Slight,2,1,2006-08-08,3,23:55:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000221
-0.218158,51.576377,1,Slight,2,1,2006-08-14,2,09:10:00,30,E09000003,3,41,1,30,1,4,3,406,0,0,1,1,1,0,0,1,1,E01000221
-0.251301,51.600256,1,Slight,1,1,2006-08-06,1,22:22:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01000126
-0.308128,51.636969,1,Slight,2,3,2006-08-15,3,16:12:00,30,E09000003,1,1,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01002114
-0.173353,51.599608,1,Slight,3,1,2006-08-12,7,13:47:00,30,E09000003,3,1000,7,50,7,4,5,0,0,0,1,1,1,0,0,1,1,E01000184
-0.219566,51.577298,1,Slight,3,4,2006-08-17,5,14:40:00,30,E09000003,3,41,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000310
-0.187647,51.646771,1,Slight,1,1,2006-08-09,4,09:51:00,30,E09000003,3,110,6,30,3,2,3,1000,0,5,1,1,1,0,0,1,1,E01000268
-0.245953,51.596669,1,Slight,2,1,2006-08-10,5,14:50:00,30,E09000003,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01000149
-0.220389,51.574702,1,Slight,2,1,2006-08-16,4,17:12:00,30,E09000003,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000221
-0.274185,51.621277,1,Slight,2,1,2006-08-15,3,16:30:00,30,E09000003,3,41,6,30,6,2,3,41,0,5,1,1,1,0,0,1,1,E01000191
-0.220814,51.574889,1,Slight,2,1,2006-08-04,6,06:30:00,30,E09000003,3,406,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01000221
-0.208814,51.579112,1,Slight,1,1,2006-08-19,7,23:00:00,30,E09000003,3,502,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01000218
-0.176756,51.615578,1,Slight,3,3,2006-07-16,1,13:08:00,30,E09000003,3,1000,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000299
-0.2055,51.564314,1,Slight,4,1,2006-08-17,5,15:20:00,30,E09000003,3,41,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000138
